CustomerId,Surname,Geography,Gender,Age,EstimatedSalary
15622897,Sharpe,France,Female,46,93251.42
15767954,Osborne,Germany,Female,28,156791.36
15757535,Heap,Spain,Female,44,174205.22
15731511,Ritchie,France,Male,45,147132.46
15809248,Cole,France,Female,36,109614.57
15640635,Capon,France,Male,29,172290.61
15676966,Capon,Spain,Male,42,85982.47
15699461,Fiorentini,Spain,Male,35,121277.78
15738721,Graham,Spain,Male,41,64595.25
15693683,Yuille,Germany,Male,29,197276.13
15604348,Allard,Spain,Male,22,99645.04
15633059,Fanucci,France,Male,34,6534.18
15808582,Fu,France,Female,40,161848.03
15743192,Hung,France,Female,44,167162.43
15580146,Hung,France,Male,31,41970.72
15776605,Bradley,Spain,Male,36,60536.56
15804919,Dunbabin,Spain,Female,65,177655.68
15613854,Mauldon,Spain,Female,46,30984.59
15599195,Stiger,Germany,Male,32,10054.53
15812878,Parsons,Germany,Female,36,36976.52
15602312,Walkom,Spain,Male,33,71862.79
15744689,T'ang,Germany,Male,35,99449.86
15803526,Eremenko,Germany,Male,30,63082.88
15665790,Rowntree,Germany,Male,39,27231.26
15715951,Thorpe,France,Male,42,86797.41
15591100,Chiemela,Spain,Male,36,22994.32
15609618,Fanucci,Germany,Male,28,101300.94
15675522,Ko,Germany,Female,30,74169.13
15705512,Welch,Germany,Female,37,115638.29
15698028,Duncan,France,Female,41,31766.3
15661670,Chidozie,Germany,Female,31,199725.39
15600781,Wu,Germany,Male,34,120834.48
15682472,Culbreth,France,Male,34,38131.77
15580203,Kennedy,Spain,Male,39,100130.95
15690673,Cameron,France,Female,39,141069.88
15760085,Calabresi,Germany,Female,48,198129.36
15779659,Zetticci,France,Female,28,183646.41
15627360,Fuller,France,Male,42,110265.24
15671137,MacDonald,France,Female,52,8636.05
15782688,Piccio,Germany,Male,56,46824.08
15575492,Kennedy,France,Female,41,171378.77
15591607,Fernie,France,Male,24,167256.35
15740404,He,France,Female,34,124226.16
15718369,Kaodilinakachukwu,Germany,Female,33,114935.21
15677871,Cocci,France,Male,38,35608.88
15642004,Alekseeva,France,Male,25,16459.37
15712543,Chinweike,Germany,Male,39,124411.08
15584518,Arthur,Germany,Female,50,34941.23
15802381,Li,Germany,Female,34,167784.28
15610156,Ma,France,Male,40,93165.34
15594408,Chia,Spain,Female,48,75161.25
15640905,Vasin,Spain,Female,35,8590.83
15698932,Groves,Germany,Male,44,189543.9
15724944,Tien,France,Male,34,180427.24
15628145,Forwood,France,Female,43,193318.33
15713483,Greeves,Spain,Male,52,159123.82
15612350,Taylor,France,Female,31,126213.84
15800703,Madukwe,Spain,Female,21,54141.5
15705707,Bennelong,Spain,Female,29,141075.51
15754105,Olisanugo,France,Male,37,24495.03
15703264,Chukwufumnanya,France,Male,44,74836.34
15794413,Harris,France,Male,32,878.87
15650237,Morgan,Spain,Female,32,89520.75
15759618,Alexeeva,France,Female,48,149892.79
15811589,Metcalfe,Spain,Male,42,180800.42
15689044,Humphries,France,Male,37,98646.22
15709368,Milne,France,Female,43,109041.53
15679145,Chou,Spain,Male,57,17941.16
15655007,Li,France,Female,33,82996.47
15623595,Clayton,Spain,Female,28,92067.35
15589975,Maclean,France,Female,73,104719.66
15804017,Chigolum,Germany,Female,33,112687.57
15692132,Wilkinson,Spain,Female,22,84699.56
15641122,Wei,France,Male,30,83473.82
15630910,Treacy,France,Female,49,47125.11
15680772,Hu,Spain,Female,36,106977.8
15658929,Taverner,Spain,Male,29,55582.54
15585388,Sherman,Germany,Male,31,139874.43
15724623,Taubman,Germany,Female,24,162503.48
15588537,Robinson,Spain,Female,41,196499.96
15574692,Pinto,Spain,Female,39,40721.24
15611325,Wood,Germany,Male,24,53134.3
15587562,Hawkins,France,Female,29,164017.89
15613172,Sun,Germany,Male,27,155996.96
15651022,Yost,Germany,Male,44,5472.7
15586310,Ting,France,Male,30,112187.11
15625524,Rowe,France,Male,40,146457.83
15755209,Fu,Spain,Female,35,27286.1
15645248,Ho,France,Female,30,130553.47
15790355,Okechukwu,Germany,Male,36,179351.89
15762615,Campbell,Spain,Female,40,94774.12
15625426,Ashbolt,Germany,Female,55,8080.85
15716334,Rozier,Spain,Female,45,19482.5
15789669,Hsia,France,Male,65,48071.61
15621075,Ogbonnaya,Germany,Female,45,174531.27
15810845,T'ang,France,Male,42,55470.78
15719377,Cocci,France,Female,50,8546.87
15654506,Chang,France,Male,32,95857.18
15771977,T'ao,France,Female,39,194945.8
15708710,Ford,Spain,Female,37,131521.72
15726676,Marshall,Spain,Male,30,196108.51
15587421,Tsai,Germany,Female,34,148564.76
15726931,Onwumelu,France,Female,41,92982.61
15771086,Graham,France,Female,36,17675.36
15756850,Golovanov,France,Male,40,114996.43
15702741,Potts,France,Male,32,86957.42
15679200,Crawford,Spain,Male,29,128077.8
15594815,Aleshire,France,Male,35,600.36
15635905,Moran,Spain,Female,32,43001.46
15777892,Samsonova,Germany,Male,37,158591.12
15656176,Jenkins,France,Male,57,47847.19
15811127,Volkov,France,Male,35,10488.44
15604482,Chiemezie,Spain,Male,30,5978.2
15622911,Jude,France,Male,42,121409.06
15600974,He,Spain,Male,50,146145.93
15727868,Onuora,France,Female,38,14374.86
15627801,Ginikanwa,Spain,Male,33,94670.77
15773039,Ku,France,Male,37,179670.31
15755262,McDonald,Spain,Female,41,199304.74
15679531,Collins,France,Male,34,151954.39
15684181,Hackett,France,Male,45,142513.5
15612087,Dike,France,Male,45,158264.62
15752047,Trevisano,Germany,Male,33,169381.9
15624592,Tan,France,Male,31,169915.02
15573152,Glassman,France,Female,41,88852.47
15594917,Miller,France,Female,34,40645.81
15785542,Kornilova,Germany,Male,26,60427.3
15723488,Watson,Germany,Male,47,157959.02
15680920,Marchesi,France,Male,46,133007.34
15786308,Millar,Spain,Female,33,176576.62
15659366,Shih,France,Male,43,34888.04
15774854,Fuller,France,Male,54,28737.71
15725311,Hay,France,Female,31,98178.57
15787155,Yang,Spain,Male,30,125010.24
15727829,McIntyre,France,Male,42,167984.61
15733247,Stevenson,France,Male,33,4861.72
15568748,Poole,Germany,Male,45,108872.45
15699029,Bagley,France,Male,37,198252.88
15774393,Ch'ien,France,Female,30,26960.31
15676895,Cattaneo,Germany,Female,39,85746.52
15637753,O'Sullivan,Germany,Male,50,77206.25
15605461,Lucas,Germany,Female,29,61048.53
15808473,Ringrose,France,Male,72,111981.19
15627000,Freeman,France,Male,40,62232.6
15787174,Sergeyev,France,Female,37,156105.03
15723886,Fiore,Germany,Male,20,150135.38
15704769,Smith,France,Female,67,93146.11
15772896,Dumetochukwu,Germany,Male,42,33462.94
15711540,Pacheco,France,Female,29,144375
15764866,Synnot,Germany,Female,43,55803.96
15794056,Johnston,France,Female,46,89048.46
15795149,Stevens,France,Male,28,162812.16
15812009,Grant,Spain,Male,38,136259.65
15651001,Tsao,Germany,Female,39,124052.97
15813844,Barnes,France,Male,37,74158.8
15596175,McIntosh,Germany,Male,67,45071.09
15576269,Madison,Spain,Male,34,62030.06
15797219,Ifesinachi,France,Female,40,131953.23
15685500,Glazkov,Germany,Male,26,79414
15599792,Dimauro,France,Female,26,199638.56
15657566,Wieck,Germany,Male,24,157577.29
15772423,Liao,Germany,Male,54,134420.75
15628112,Hughes,Germany,Female,36,99805.99
15753754,Morrison,Spain,Female,34,97932.68
15793726,Matveyeva,France,Female,79,170968.99
15694717,Ku,Germany,Male,37,57558.95
15665834,Cheatham,Spain,Male,28,176713.47
15765297,Yao,Spain,Male,41,34283.23
15636684,Kirkland,France,Male,34,198637.34
15592979,Rose,Germany,Female,34,156917.12
15750803,Jess,France,Female,30,50457.2
15607178,Welch,Germany,Male,38,140075.55
15713853,Ifeajuna,Germany,Male,42,65323.11
15673481,Morton,Spain,Female,48,64323.24
15686776,Rossi,France,Female,32,14956.44
15673693,Reppert,France,Female,26,111879.21
15700696,Kang,Spain,Male,31,18606.23
15813163,Ch'iu,Spain,Female,36,123137.01
15653857,Wallis,France,Male,34,148528.24
15777076,Clark,France,Male,36,13898.31
15717398,Fielding,Spain,Female,39,81259.25
15799217,Zetticci,Germany,Female,35,161051.75
15787071,Dulhunty,Spain,Male,41,191599.67
15619955,Bevington,Germany,Male,34,48559.19
15796505,Boyle,Germany,Female,34,186339.74
15725166,Newton,France,Male,30,33159.37
15800116,Bowman,Germany,Male,28,93883.53
15758685,Dubinina,Spain,Female,37,110899.3
15694456,Toscani,France,Male,62,11199.04
15767339,Chiazagomekpere,France,Female,53,189992.97
15683562,Allen,France,Male,35,164255.69
15782210,K'ung,France,Male,46,152167.79
15668893,Wilsmore,France,Male,39,33949.67
15669169,Hargreaves,Spain,Male,29,68143.93
15643024,Huang,Germany,Male,35,47251.79
15699389,Ch'ien,France,Male,42,25885.72
15708608,Wallwork,France,Female,22,192633.85
15626144,Chu,France,Male,40,34577.36
15573112,Kang,Spain,Male,29,161229.84
15790678,Davidson,France,Female,32,100816.29
15727556,O'Donnell,Spain,Female,26,181694.44
15697307,Nnachetam,Spain,Male,34,79078.91
15652266,Chidiebele,Germany,Male,42,137316.32
15607098,Ahmed,Spain,Female,41,194926.86
15655774,Booth,France,Male,27,51285.49
15590241,Chuang,Spain,Female,34,150401.53
15785819,Shao,France,Male,38,112491.96
15723654,Tsao,France,Male,25,73656.38
15774510,Tien,France,Female,31,106636.89
15684173,Chang,Spain,Female,44,155853.52
15650068,Johnson,France,Male,58,162599.51
15811490,French,France,Male,33,103737.82
15803976,Efremov,France,Female,31,160990.27
15682541,Hartley,Spain,Female,36,15462.84
15695699,Calabrese,France,Male,35,10334.05
15624188,Chiu,France,Female,33,190686.16
15812191,Brennan,France,Male,33,94440.45
15636673,Onwuatuegwu,France,Male,31,28257.63
15594898,Hewitt,France,Male,43,170034.95
15660211,Shih,Germany,Male,35,31824.29
15773972,Balashov,France,Male,50,127166.49
15746726,Doyle,Germany,Male,31,44937.01
15712287,Pokrovskii,France,Female,80,188603.07
15702919,Collins,Germany,Male,30,145111.37
15674398,Russo,France,Male,38,171463.83
15797960,Skinner,Germany,Female,59,182822.5
15631868,Robertson,Spain,Male,36,87213.33
15581539,Atkinson,Spain,Male,37,57175.32
15662736,Doyle,France,Male,49,120540.83
15666252,Ritchie,Spain,Male,42,28714.34
15677512,McEncroe,Spain,Female,22,85426.28
15626114,Pearson,France,Male,24,46170.75
15810834,Gordon,Spain,Female,57,64448.36
15678910,Ts'ai,France,Female,30,16278.97
15694408,Lung,France,Male,40,182855.42
15585215,Yuan,France,Female,31,50404.72
15682757,Pardey,France,Male,30,107640.25
15736601,Tai,France,Male,35,134132.65
15601848,Scott,France,Male,35,103480.69
15736008,Hunter,France,Female,46,108761.05
15669064,Mazzanti,Germany,Male,35,179012.3
15624528,L?,Germany,Male,26,95145.14
15598493,Beach,France,Male,50,72143.44
15601274,Hsieh,Spain,Female,40,19162.89
15702669,Faulkner,Germany,Male,44,144680.18
15728669,Knowles,Germany,Female,30,177772.03
15742668,Day,Spain,Female,37,5597.94
15697441,Hsueh,France,Male,29,116828.51
15740476,Tsao,Germany,Female,32,174652.51
15648064,Kennedy,France,Male,33,2010.98
15636624,Nwabugwu,Spain,Female,39,14109.85
15807923,Young,Germany,Female,39,43527.4
15745844,Kerr,Germany,Female,40,86099.23
15786170,Tien,France,Male,31,161574.19
15681081,Marrero,Spain,Female,47,38970.14
15684484,White,France,Male,22,127587.22
15785869,Pisano,France,Female,25,30380.12
15763859,Brown,France,Female,43,90908.95
15658935,Freeman,Germany,Female,34,138275.01
15747358,Russell,Germany,Male,59,32171.79
15735203,Seleznyov,Germany,Female,32,126143.23
15576256,Yusupova,France,Male,39,129892.93
15659420,Foley,Spain,Male,32,102416.84
15593365,Shih,Spain,Male,39,18719.67
15777352,Ikedinachukwu,Spain,Female,32,61936.22
15812007,Power,Spain,Male,25,78358.94
15625461,Amos,France,Female,45,147224.27
15739438,Reed,France,Male,30,160979.66
15611759,Simmons,Spain,Female,57,132298.49
15661629,Ricci,Spain,Male,34,174248.52
15633950,Yen,France,Male,41,123547.28
15592386,Campbell,France,Male,58,32790.02
15803716,West,Spain,Male,28,181543.67
15696674,Robinson,Germany,Female,45,2319.96
15706365,Bianchi,France,Female,50,189543.19
15745088,Chen,Germany,Female,29,10940.4
15676715,Madukaego,France,Male,68,199493.38
15613085,Ibrahimova,Spain,Female,33,188193.25
15633537,Nolan,Germany,Female,42,172572.64
15594720,Scott,Germany,Female,35,189339.6
15684042,Blair,Germany,Male,34,53512.16
15583303,Monaldo,France,Female,29,34004.44
15611579,Sutherland,Spain,Male,42,10598.29
15774696,Cole,Germany,Female,75,113428.77
15694506,Briggs,Germany,Male,31,183487.98
15688074,Gregory,Germany,Male,31,187658.09
15759537,Bianchi,Germany,Male,35,172459.39
15758449,Angelo,France,Female,39,21016
15583456,Gardiner,Germany,Male,45,122381.02
15667871,Kerr,Spain,Male,35,128123.66
15677371,Ko,Spain,Female,30,19570.63
15629677,Distefano,Spain,Female,39,188150.6
15713578,Farrell,France,Female,50,111020.24
15591509,Milano,France,Male,36,123775.15
15568240,Ting,Germany,Female,30,146700.22
15622993,Boyd,Germany,Male,28,145251.35
15689294,Onyemaechi,Germany,Male,44,82463.69
15720910,Black,France,Female,66,15928.49
15721181,Oliver,Spain,Male,46,45886.33
15776433,Greco,Spain,Male,62,186489.95
15748936,Whitehead,Spain,Female,45,162922.65
15717225,Ikemefuna,France,Female,21,9262.77
15685226,Morrison,Germany,Female,29,84932.4
15785611,Onyeoruru,Germany,Male,38,71557.12
15573456,Cunningham,Spain,Male,46,77405.95
15684548,Demidov,Spain,Male,38,417.41
15620505,Celis,Spain,Female,24,71405.17
15807432,Cheng,Germany,Female,37,153400.24
15584766,Knight,France,Male,33,371.05
15612187,Morin,Germany,Male,32,67789.99
15762218,Mills,France,Female,39,145894.9
15646372,Outhwaite,France,Female,66,183840.51
15690452,Tung,France,Male,52,108887.44
15747795,Pai,Germany,Female,38,154071.27
15781589,Carpenter,Spain,Male,52,179291.85
15732674,Fennell,Spain,Male,36,56937.43
15642291,Fontaine,France,Male,23,112239.03
15692761,Pratt,France,Male,36,45909.87
15578045,Mitchell,Spain,Female,49,173779.25
15745354,Franklin,Spain,Female,37,125696.26
15701376,K'ung,Germany,Male,37,159585.61
15691625,Ko,Germany,Female,41,106761.47
15566594,McKenzie,Spain,Male,23,129590.18
15760431,Pino,France,Male,38,80006.65
15686302,Fisk,Spain,Female,31,140451.52
15801559,Chiang,Germany,Female,41,187929.43
15810432,Moseley,Spain,Male,35,167155.36
15809616,Hsiung,Spain,Male,26,191420.71
15720559,Heath,Germany,Female,61,11384.45
15695632,Dellucci,France,Female,39,94898.1
15659843,Li,France,Female,46,106781.59
15615624,De Salis,France,Female,28,159508.52
15810418,T'ang,Germany,Female,60,93524.19
15716186,Richardson,France,Female,38,87168.46
15674551,Fitch,Germany,Male,40,8128.32
15622834,Stevenson,France,Female,35,125518.32
15566111,Estes,France,Male,39,48963.59
15784597,Lattimore,France,Male,26,98368.24
15652883,Chung,Germany,Male,39,148584.61
15806964,Utz,France,Male,45,27474.81
15576313,Wei,Germany,Female,40,76192.21
15806467,Boyle,Germany,Male,40,134600.94
15597602,Nwachinemelu,Germany,Male,57,72467.99
15743040,Kuznetsova,Germany,Male,41,199645.45
15705521,Pisani,Germany,Female,33,42749.85
15595039,Manna,Germany,Female,37,136050.44
15799384,Collier,France,Male,33,73564.44
15581197,Ricci,France,Female,51,85578.63
15693737,Carr,Germany,Female,30,129826.89
15624623,Hs?,France,Male,35,119666
15783501,Findlay,France,Female,38,68052.08
15690134,Hughes,Germany,Female,42,164104.74
15782735,Chukwuemeka,France,Female,35,80190.36
15611088,Genovese,France,Female,31,84126.75
15672145,Swift,France,Female,34,70179
15732628,Ugoji,France,Male,46,118024.1
15787470,Parkinson,Spain,Male,47,145704.19
15803406,Ross,France,Female,26,183049.41
15730460,Oleary,France,Male,37,120906.83
15644572,Turnbull,France,Male,40,100433.83
15694860,Uspensky,France,Female,38,138777
15658169,Cook,Spain,Female,47,124694.99
15794396,Newbold,Germany,Female,38,40084.32
15785798,Uchechukwu,France,Male,40,119232.33
15710825,Ch'en,Spain,Male,31,43921.36
15668444,He,Spain,Female,44,62222.81
15726631,Hilton,France,Female,39,56577
15733797,Sal,France,Male,36,164253.35
15747960,Eluemuno,France,Male,33,7666.73
15634632,Titus,France,Male,38,68487.51
15707362,Yin,Germany,Male,43,199273.98
15662976,Lettiere,Spain,Male,37,186062.36
15732778,Templeman,Germany,Male,29,195711.16
15718443,Chibuzo,France,Male,39,36692.17
15670039,Sun,Spain,Female,25,106920.57
15773792,Evans,France,Female,32,48725.68
15613786,Ogbonnaya,Spain,Male,26,167036.94
15726032,Enyinnaya,France,Male,33,68777.26
15663252,Olisanugo,Spain,Female,32,18924.92
15593782,Brookes,Germany,Female,38,71905.77
15633283,Padovano,France,Male,35,64833.28
15749167,Fisk,France,Male,35,184843.77
15759298,Shih,Spain,Male,27,176730.02
15683625,Hare,France,Male,37,20629.4
15635367,Muir,France,Male,26,28415.36
15681705,Fanucci,France,Male,28,77231.27
15603156,Elewechi,France,Female,33,102750.7
15591986,Johnston,Germany,Male,46,34580.8
15798888,Pisano,Germany,Female,31,183598.77
15809722,Ankudinov,France,Female,40,147358.27
15677538,Nwokike,France,Male,38,108469.2
15797736,Smith,France,Male,29,20612.82
15695585,Atkins,Spain,Male,34,181196.76
15744398,Burns,France,Female,23,160249.1
15750658,Obiuto,France,Male,37,110783.28
15578186,Pirozzi,Germany,Male,37,144995.33
15676519,George,Spain,Male,61,150227.85
15637954,Lewis,France,Female,35,53718.28
15758639,Moran,France,Male,37,75248.3
15613772,Dalrymple,France,Male,39,14353.43
15731744,Carslaw,France,Male,30,130486.57
15807709,Kirby,Germany,Female,55,100127.71
15714689,Houghton,Spain,Male,29,196356.17
15699005,Martin,France,Female,41,9983.88
15624170,Tan,France,Female,38,118974.77
15725679,Hsia,France,Female,47,194998.34
15585865,Westerberg,France,Female,38,134901.34
15804256,Hale,Germany,Male,36,72924.56
15662403,Kryukova,France,Female,32,101057.95
15733616,Sopuluchukwu,France,Male,40,142838.64
15591995,Barry,Germany,Male,26,127059.04
15677020,Selezneva,France,Female,58,116503.92
15727688,Chizuoke,Spain,Male,32,54405.79
15715941,Lueck,France,Male,54,88721.84
15714485,Udinese,France,Male,60,74135.48
15730059,Udobata,Spain,Male,44,111346.22
15715527,Freeman,Spain,Female,41,194902.16
15576623,Outlaw,France,Male,31,31474.27
15805565,Obiuto,Germany,Male,30,21198.39
15677307,Lo,Germany,Female,40,186976.6
15773890,Okechukwu,France,Male,22,117202.19
15598883,King,Spain,Female,37,143739.29
15568506,Forbes,Germany,Female,31,161811.23
15761043,Macleod,Germany,Female,38,98090.91
15782236,Gibbs,Spain,Male,34,71095.41
15593601,Isayev,France,Male,34,13107.24
15682048,Pisano,France,Female,51,67110.59
15746902,Belstead,Spain,Male,38,88225.02
15752081,Vassiliev,France,Female,56,62256.87
15781307,Schneider,Germany,Male,37,135925.72
15775912,Mazzanti,France,Male,48,177815.87
15745417,Knipe,France,Male,58,126471.13
15671256,Macartney,France,Female,35,188574.12
15653547,Madukwe,France,Male,56,119175.45
15595766,Watts,Spain,Male,37,139093.73
15742358,Humphreys,Germany,Male,32,115916.55
15763274,Wu,France,Male,48,96463.25
15786063,Chin,France,Female,31,112349.51
15600258,Chesnokova,France,Male,43,165303.79
15573318,Kung,France,Male,26,166031.08
15653849,Lu,Germany,Female,48,38411.79
15694272,Nkemakolam,France,Male,30,77783.35
15736112,Walton,Spain,Female,57,29871.79
15749851,Brookes,Spain,Female,26,59747.63
15663478,Baldwin,France,Male,32,79919.13
15592300,Mai,Spain,Male,35,76773.53
15567832,Shih,France,Female,40,54018.93
15776780,He,France,Male,59,70649.64
15592846,Fiorentini,Germany,Male,35,59093.39
15739803,Lucciano,Spain,Male,34,127569.8
15794142,Ferreira,Germany,Female,62,18260.98
15762729,Ukaegbunam,Germany,Female,28,73275.96
15667896,De Luca,France,Male,37,136129.49
15626578,Milne,France,Male,26,153237.59
15776223,Davide,France,Female,42,106841.12
15705953,Kodilinyechukwu,Spain,Male,51,109078.35
15802593,Little,France,Female,49,87822.14
15615457,Burns,Spain,Female,44,126644.98
15708916,Paterson,France,Male,38,47414.15
15720187,Han,Germany,Female,30,41879.99
15595440,Kryukova,France,Male,49,75808.1
15600651,Ijendu,France,Male,24,47911.03
15750141,Reichard,Germany,Female,36,28737.78
15657284,Day,Germany,Male,47,2079.2
15763063,Price,Spain,Female,25,121562.33
15709324,Bruce,France,Male,34,55003.79
15711309,Sumrall,Germany,Male,33,193131.42
15775318,Lu,Spain,Female,51,191932.27
15705515,Lazarev,Germany,Male,40,159418.1
15634844,Miller,Germany,Male,41,191468.78
15717046,Wentworth-Shields,Spain,Male,53,38913.68
15571816,Ritchie,Spain,Female,70,705.18
15670080,Mackenzie,Germany,Female,29,138490.03
15800440,Power,Spain,Male,61,82970.69
15665678,Tan,Spain,Male,36,76744.72
15665956,Pendergrass,France,Female,46,71244.59
15788126,Evans,Spain,Female,38,12182.15
15811773,Hsia,France,Male,36,141210.5
15651674,Billson,Spain,Female,54,191763.07
15689614,Teng,Spain,Female,63,37938.74
15795564,Moretti,Germany,Male,31,74890.58
15706647,Jordan,France,Male,31,166698.18
15728505,Ts'ao,France,Male,44,62678.53
15730076,Osborne,France,Male,45,67740.08
15622003,Carslaw,France,Male,35,161519.77
15607312,Ch'ang,Spain,Female,49,159835.78
15644753,Hung,Spain,Male,40,30876.84
15653620,Gordon,France,Female,27,14858.1
15761986,Obialo,Spain,Female,32,75685.97
15633922,Gray,France,Male,30,144183.1
15734674,Lin,France,Female,41,65170.66
15658032,Hopkins,France,Male,39,82526.92
15692671,Dobson,Spain,Male,36,169161.46
15737741,McKay,Spain,Female,33,109291.39
15576352,Revell,Spain,Female,57,6057.81
15753719,Rickards,Germany,Female,30,77077.14
15803689,Begum,Germany,Female,51,54954.51
15718057,Onyinyechukwuka,France,Female,51,179614.8
15722010,Zuyev,Spain,Male,53,35588.07
15680998,Nwankwo,France,Male,44,117356.14
15614782,Hao,France,Male,36,160696.72
15591047,Ma,Spain,Female,47,147278.43
15788291,Okwuadigbo,Germany,Female,38,56594.36
15604044,Mitchell,France,Male,38,1299.75
15679587,Chan,France,Female,34,25095.03
15775153,Buchi,Spain,Male,32,146326.45
15603925,Greco,Spain,Female,26,38296.21
15680970,Lombardi,Germany,Female,41,164061.6
15697183,Uchenna,Spain,Male,43,107811.28
15567446,Coffman,Germany,Male,39,30838.51
15637476,Alexandrova,Germany,Female,57,9221.78
15714939,Fallaci,Germany,Female,34,33738.27
15683503,Hudson,France,Female,43,110916.15
15645569,Mai,Spain,Female,26,169654.57
15782569,Stout,France,Female,72,69829.4
15592387,Burke,France,Male,30,54926.51
15609286,Chadwick,France,Male,37,94728.49
15814035,Lawrence,France,Male,29,80393.27
15661249,Bellucci,France,Male,53,111307.98
15629117,Harper,France,Male,28,19834.32
15607170,Boyle,France,Male,35,78397.24
15586585,Duncan,Germany,Female,51,86410.28
15686611,Moss,France,Male,30,172749.65
15603203,Avdeyeva,France,Female,27,1002.39
15619857,Crawford,France,Female,64,13601.79
15805062,Lynton,Spain,Male,38,77866.91
15660271,Duncan,Germany,Male,26,175296.76
15745295,Gether,Spain,Female,31,121751.04
15719352,Davidson,Spain,Male,39,89593.26
15766575,Larionova,Germany,Female,62,193437.89
15594594,Loggia,Spain,Male,42,86945
15646161,Steinhoff,Spain,Female,37,183318.79
15682585,Guerra,France,Male,35,71154.1
15603134,Pai,Spain,Female,40,151887.16
15636444,Craig,Germany,Female,53,75888.65
15773456,Lazareva,Germany,Male,36,89566.74
15745307,Ch'iu,Spain,Female,48,26475.79
15604119,Alderete,Spain,Male,35,126355.8
15626900,Kung,France,Male,29,93839.3
15605447,Palermo,France,Male,49,7698.6
